,0
0,0.012080810153440404
1,1.4053415291475253
2,-0.4986465703694253
3,0.2645731763911102
4,0.6837870625245676
5,1.3789789583303145
6,-0.7101692204781054
7,-1.0830814725313533
8,0.1921092287684823
9,-1.2147697720955606
10,0.819782373275812
11,-1.2158924237627464
12,-1.0656213021197718
13,-1.7167432090560693
14,-0.990165378916973
15,-1.25692782950175
16,-0.11472973381647857
17,-1.3447257680297247
18,-0.6612173266589865
19,-0.5225777318976104
20,-1.712861329617625
21,0.42356710921028723
22,-0.08462387168251877
23,-1.6734614523747138
24,-1.3001210985294116
25,-0.9632109653369404
26,1.0340630690559378
27,1.648709697251559
28,1.9313183204508577
29,-0.9882227947539037
30,-1.8910850416226692
31,-0.5693646071000157
32,0.06045005815651467
33,0.721871376515342
34,-1.591520147935865
35,1.0413918576848975
36,0.32690036368041897
37,-0.29486501715896285
38,-0.7607963678622311
39,0.41552635684927847
40,-0.027276578400251696
41,0.6390456278234335
42,1.3648617255111788
43,1.0224505206743397
44,1.1739018714134166
45,1.1320435093075178
46,-1.24140328081766
47,-0.7091340857529449
48,1.2084390381101608
49,0.08642045380497677
50,1.4788380691804757
51,-0.7013903112008397
52,0.49143060056178045
53,-0.45081648058994217
54,-0.852051481500238
55,1.965145864732032
56,-0.3540146349950461
57,0.2971721352864273
58,-0.19549367602836143
59,-1.13561578557624
60,-0.02697961842376188
61,-1.4723784196506842
62,-1.3727093329191997
63,0.4413557751698006
64,-1.3025682541564272
65,1.7738591392882337
66,-0.7748224187489134
67,1.1746391400124028
68,-0.6029291763509682
69,1.2625503763507147
70,0.91308568218581
71,0.4502139732810436
72,0.8422509098651951
73,-0.9928660342679076
74,0.188768979488639
75,1.3031681071815933
76,-1.0213598333115794
77,-1.5883733899439836
78,-0.37599382487432453
79,-0.7925432371501222
80,0.906899276389558
81,-0.2319298793923806
82,0.3902333839918817
83,1.312980060484936
84,-0.7506080051562362
85,-0.6637633563842648
86,-0.17612957635773271
87,-0.5086005707532462
88,-0.9536366462122324
89,0.14474110399934811
90,1.5518619118107775
91,-0.11425312594991155
92,1.1735519945784942
93,-1.0527138868816217
94,0.9592188799193757
95,2.5247869332257196
96,-0.24201483699632798
97,1.1711434789566053
98,0.2565952066657932
99,0.014272830322386411
100,-0.7845482656389934
101,0.18675923829997063
102,0.12997504090981363
103,-1.6807036972766936
104,-0.891692491352447
105,0.14900779718229437
106,-1.0907115604506001
107,-0.13764345995753657
108,1.0225441739948637
109,-0.6650517550774022
110,0.21577327460239046
111,0.8730104363733008
112,1.5785836679409444
113,0.41130979794274325
114,0.5063903861622997
115,-0.12779100005874863
116,-0.07989102850404785
117,0.27718011745705223
118,1.0153771448303397
119,-0.26122843776611104
120,-0.22534998917244978
121,-0.896061253728623
122,0.22293800338189942
123,0.027850253248461528
124,1.2333149741907576
125,0.8062561423362025
126,-0.7533804437415904
127,1.9656173970368094
128,0.9498381956482694
129,-0.6475904984618414
130,1.1526021589986024
131,0.0938682961150339
132,-0.5916013319940299
133,-1.601689194752028
134,0.13943149094959384
135,-1.6507206061152593
136,0.0823995682420059
137,-0.5105779344537732
138,1.3304536681870909
139,0.006627575541161287
140,1.268700411124211
141,1.30197050230369
142,0.8691274390588911
143,0.7319992447305599
144,-0.1973889038356085
145,-0.8372789671605768
146,-0.7464244039437691
147,0.9004207165603226
148,-0.9891185677843176
149,-0.6515060600445529
150,0.6720834617583277
151,-1.9438666794290749
152,-1.1766899327009797
153,-0.7720435037746791
154,-0.3250792140213097
155,1.4257260143373118
156,2.247052639850617
157,-0.2771807750445385
158,0.7042805603706085
159,0.29069421208358787
160,0.1104877191611157
161,1.8787942803180262
162,-0.43758325601263703
163,0.13973040757800673
164,-0.27181440044103156
165,-0.9870202279025484
166,-0.5163242387718866
167,-0.1374064819635877
168,0.5017281353865782
169,-1.3298266328786792
170,-0.4249758048365858
171,-1.9578015680015075
172,0.22548985039220215
173,-0.15316268848416328
174,0.9458877249990616
175,-1.1676920323653195
176,0.0538089713570563
177,-0.40814426309036655
178,0.5955561338073107
179,0.4783522782792624
180,-0.6750856831231725
181,-0.4498388410286516
182,-0.10714144395385691
183,0.5456405884476236
184,-0.8963637064213079
185,0.8226878401188917
186,0.03906954562490899
187,1.3946621200885359
188,-0.24897840668745683
189,0.667743987998499
190,1.1276171093004737
191,0.6104703915918168
192,-0.8631146463542178
193,0.49932199022421564
194,0.49689023381808356
195,-1.1964215456449803
196,0.9645087977539083
197,-0.014319701114661023
198,-3.0902755256867875
199,0.0629984105666639
200,-1.2372230494315946
201,-0.6209489638713818
202,-0.9775468346954506
203,1.1679007362703533
